"enemy_id","enemy_name","action_type","source_id","action_name","attack_effect_id","attack_point","attribute_id","wide_range","affixation_effect","continuous_turns","add_buff","initial_usage_count","ai_rate","cooldown"
"271","吊死鬼","特殊攻擊","317","特殊攻擊效果 317","317","0","10","","2","8","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"146","妖陀螺鬼","普通攻擊","","基本攻擊效果","291","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"146","妖陀螺鬼","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","6","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"40","悟緣","普通攻擊","","基本攻擊效果","307","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"184","食屍鬼","普通攻擊","","基本攻擊效果","313","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"184","食屍鬼","特殊攻擊","316","特殊攻擊效果 316","316","222","9","","0","0","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"184","食屍鬼","特殊攻擊","316","特殊攻擊效果 316","316","222","9","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"151","瓊霜","普通攻擊","","基本攻擊效果","194","0","2","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"151","瓊霜","技能","1682","滅靈光環","195","300","6","","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"151","瓊霜","技能","1682","滅靈光環","195","300","6","","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"10","慧彥","普通攻擊","","基本攻擊效果","188","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"93","慧彥","普通攻擊","","基本攻擊效果","188","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"63","姆斯比爾","普通攻擊","","基本攻擊效果","245","300","1","Y","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"63","姆斯比爾","技能","1666","炎魔熾烈擊","63","80","1","Y","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"63","姆斯比爾","技能","1667","火神力場","64","8","1","Y","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"63","姆斯比爾","特殊攻擊","6","特殊攻擊效果 6","6","0","9","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"173","阿拔東","普通攻擊","","基本攻擊效果","254","10","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"173","阿拔東","技能","1526","地龍鑽","255","20","4","","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"173","阿拔東","技能","1526","地龍鑽","255","20","4","","0","0","0","1","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"173","阿拔東","治療／危急技能","1574","氣療術","14","0","0","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"173","阿拔東","治療／危急技能","1574","氣療術","14","0","0","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"396","弒肉妖","普通攻擊","","基本攻擊效果","3","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"396","弒肉妖","特殊攻擊","8","特殊攻擊效果 8","8","0","9","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"269","冤魂","普通攻擊","","基本攻擊效果","314","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"269","冤魂","特殊攻擊","315","特殊攻擊效果 315","315","0","10","","16","8","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"269","冤魂","特殊攻擊","315","特殊攻擊效果 315","315","0","10","","16","8","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"145","魍魎","普通攻擊","","基本攻擊效果","3","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"145","魍魎","特殊攻擊","290","特殊攻擊效果 290","290","450","9","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"145","魍魎","特殊攻擊","312","特殊攻擊效果 312","312","120","5","","4096","8","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"144","竹妖","普通攻擊","","基本攻擊效果","287","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"144","竹妖","特殊攻擊","288","特殊攻擊效果 288","288","100","4","","128","5","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"144","竹妖","特殊攻擊","288","特殊攻擊效果 288","288","100","4","","128","5","0","2","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"274","夜叉","普通攻擊","","基本攻擊效果","258","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"274","夜叉","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"272","餓死鬼","普通攻擊","","基本攻擊效果","295","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"272","餓死鬼","特殊攻擊","296","特殊攻擊效果 296","296","0","10","","0","5","268435456","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"272","餓死鬼","特殊攻擊","296","特殊攻擊效果 296","296","0","10","","0","5","268435456","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"222","枯屍鬼王","普通攻擊","","基本攻擊效果","135","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"181","庫塔","普通攻擊","","基本攻擊效果","119","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"181","庫塔","技能","1678","風靈之手","124","80","3","Y","0","0","0","1","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"181","庫塔","技能","1678","風靈之手","124","80","3","Y","0","0","0","1","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"181","庫塔","技能","1678","風靈之手","124","80","3","Y","0","0","0","1","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"181","庫塔","治療／危急技能","1518","浸沐春風","85","0","3","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"181","庫塔","治療／危急技能","1518","浸沐春風","85","0","3","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"169","大鬣蜥","普通攻擊","","基本攻擊效果","107","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"169","大鬣蜥","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","6","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"168","鱷魚","普通攻擊","","基本攻擊效果","107","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"168","鱷魚","特殊攻擊","201","特殊攻擊效果 201","201","300","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"168","鱷魚","特殊攻擊","201","特殊攻擊效果 201","201","300","9","","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"160","席娜","普通攻擊","","基本攻擊效果","120","0","6","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"160","席娜","特殊攻擊","193","特殊攻擊效果 193","193","280","7","","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"160","席娜","特殊攻擊","193","特殊攻擊效果 193","193","280","7","","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"160","席娜","治療／危急技能","1574","氣療術","14","0","0","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"160","席娜","治療／危急技能","1574","氣療術","14","0","0","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"174","阿高司","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"174","阿高司","特殊攻擊","9","特殊攻擊效果 9","9","23","9","","0","0","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"147","水仙","普通攻擊","","基本攻擊效果","253","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"147","水仙","技能","1511","浪捲無量","256","200","2","Y","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"147","水仙","技能","1511","浪捲無量","256","200","2","Y","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"197","耆戈","普通攻擊","","基本攻擊效果","122","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"197","耆戈","特殊攻擊","192","特殊攻擊效果 192","192","100","8","Y","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"197","耆戈","特殊攻擊","192","特殊攻擊效果 192","192","100","8","Y","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"65","影忍妖機","普通攻擊","","基本攻擊效果","181","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"164","神燈巨人","普通攻擊","","基本攻擊效果","119","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"164","神燈巨人","技能","1","技能 1","","","","","","","","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"164","神燈巨人","治療／危急技能","1518","浸沐春風","85","0","3","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"164","神燈巨人","治療／危急技能","1518","浸沐春風","85","0","3","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"221","枯屍鬼","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"185","山鬼","普通攻擊","","基本攻擊效果","3","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"185","山鬼","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"416","唐軍步卒","普通攻擊","","基本攻擊效果","189","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"411","黑衣大食兵","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"412","白衣大食兵","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"390","鬼爵","普通攻擊","","基本攻擊效果","153","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"390","鬼爵","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"161","亞坦","普通攻擊","","基本攻擊效果","122","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"161","亞坦","技能","1506","熾炎波","105","80","1","Y","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"161","亞坦","技能","1677","天降雷火","123","150","8","","0","0","0","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"129","阿加希歐","普通攻擊","","基本攻擊效果","5","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"129","阿加希歐","技能","1","技能 1","","","","","","","","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"153","瓦雀","普通攻擊","","基本攻擊效果","120","0","6","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"153","瓦雀","技能","1","技能 1","","","","","","","","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"153","瓦雀","治療／危急技能","1","技能 1","","","","","","","","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"393","沙漠綠蠍","普通攻擊","","基本攻擊效果","35","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"393","沙漠綠蠍","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","0","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"163","朱蛤獸","普通攻擊","","基本攻擊效果","132","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"163","朱蛤獸","技能","1","技能 1","","","","","","","","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"391","魚身人面妖","普通攻擊","","基本攻擊效果","137","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"175","炎顱","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"175","炎顱","特殊攻擊","4","特殊攻擊效果 4","4","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"104","虎","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"104","虎","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"139","瓶女","普通攻擊","","基本攻擊效果","98","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"139","瓶女","特殊攻擊","9","特殊攻擊效果 9","9","23","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"177","火蠑螈","普通攻擊","","基本攻擊效果","136","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"177","火蠑螈","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"119","鷹","普通攻擊","","基本攻擊效果","76","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"386","大棕熊","普通攻擊","","基本攻擊效果","8","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"386","大棕熊","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","2","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"392","閻惡靈","普通攻擊","","基本攻擊效果","133","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"162","蝠妖","普通攻擊","","基本攻擊效果","138","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"162","蝠妖","技能","1","技能 1","","","","","","","","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"103","獅","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"103","獅","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"141","牛頭魚","普通攻擊","","基本攻擊效果","131","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"141","牛頭魚","技能","1","技能 1","","","","","","","","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"4","麥爾斯","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"4","麥爾斯","特殊攻擊","72","特殊攻擊效果 72","72","40","9","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"4","麥爾斯","特殊攻擊","71","特殊攻擊效果 71","71","50","9","","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"143","溫蒂妮","普通攻擊","","基本攻擊效果","100","0","2","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"143","溫蒂妮","技能","1","技能 1","","","","","","","","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"394","地獄妖貓","普通攻擊","","基本攻擊效果","90","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"394","地獄妖貓","技能","1","技能 1","","","","","","","","2","2","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"394","地獄妖貓","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"176","黑豹","普通攻擊","","基本攻擊效果","8","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"176","黑豹","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"136","格萊艾","普通攻擊","","基本攻擊效果","137","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"136","格萊艾","特殊攻擊","4","特殊攻擊效果 4","4","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"387","銀背金剛","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"387","銀背金剛","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"189","食人花","普通攻擊","","基本攻擊效果","117","0","5","","1","1","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"138","寒蛙","普通攻擊","","基本攻擊效果","133","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"138","寒蛙","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","0","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"385","響尾蛇","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"385","響尾蛇","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"399","修道院院長","普通攻擊","","基本攻擊效果","6","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"399","修道院院長","特殊攻擊","3","特殊攻擊效果 3","3","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"399","修道院院長","治療／危急技能","1","技能 1","","","","","","","","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"137","凱貝羅斯","普通攻擊","","基本攻擊效果","4","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"137","凱貝羅斯","特殊攻擊","4","特殊攻擊效果 4","4","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"117","狼","普通攻擊","","基本攻擊效果","8","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"133","亞格瑞斯","普通攻擊","","基本攻擊效果","41","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"166","藍人","普通攻擊","","基本攻擊效果","97","10","2","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"166","藍人","技能","1","技能 1","","","","","","","","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"130","獢","普通攻擊","","基本攻擊效果","69","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"130","獢","特殊攻擊","6","特殊攻擊效果 6","6","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"134","半人馬","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"134","半人馬","技能","1","技能 1","","","","","","","","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"388","紅鬃猿","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"388","紅鬃猿","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"142","雪球怪","普通攻擊","","基本攻擊效果","107","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"142","雪球怪","技能","1","技能 1","","","","","","","","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"125","吸血鬼王","普通攻擊","","基本攻擊效果","27","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"125","吸血鬼王","技能","1","技能 1","","","","","","","","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"125","吸血鬼王","特殊攻擊","4","特殊攻擊效果 4","4","0","9","","0","0","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"135","美杜莎","普通攻擊","","基本攻擊效果","135","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"135","美杜莎","特殊攻擊","4","特殊攻擊效果 4","4","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"398","加賽因","普通攻擊","","基本攻擊效果","5","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"398","加賽因","技能","1","技能 1","","","","","","","","5","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"140","妖貓","普通攻擊","","基本攻擊效果","90","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"140","妖貓","技能","1","技能 1","","","","","","","","2","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"317","迷魂霧妖","普通攻擊","","基本攻擊效果","41","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"317","迷魂霧妖","特殊攻擊","342","特殊攻擊效果 342","342","400","3","Y","0","0","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"317","迷魂霧妖","特殊攻擊","342","特殊攻擊效果 342","342","400","3","Y","0","0","0","6","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
