"item_id","name","level","area","types","roles","consumption","consumes_mp","consumes_sp","consumes_throwable","consumes_item","use_place","is_unique","discard","add_hp","add_mp","add_sp","add_atk","add_def","add_spd","add_dodge","add_str","add_stamina","add_wis","add_friend","attack_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","snatch_hp","snatch_mp","snatch_sp","escape","summon_id","summon_count","info_text","help_text"
"805","紅珊瑚娃娃","0","0","IT_05|IT_06|IT_08","1|2|3|4","150","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","462","2500","3","Y","0","0","0","0","0","","","","","0","0","產生 風系 全體攻擊性魔法 消費：150點體力","阿貓阿狗內的人物之一，可以依角色的能力不同幫助我方。"
"834","軒轅劍","0","2","IT_05|IT_06|IT_08","1","400","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","394","3000","6","Y","0","0","0","0","0","","","","","0","0","可召喚軒轅劍仙幫助我方，但需消耗體力400點","千年的古劍，傳說是黃帝擊敗蚩尤所用的劍；內蘊藏著用不完的力量，經過日月的交替已經幻化成斬妖除魔的神劍。"
"835","DOMO神打功","0","0","IT_05|IT_06|IT_08","1|2|3|4","1","Y","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","469","9999","10","","0","0","0","0","0","","","","","0","0","可召喚DOMO小組攻擊敵方，但需消耗靈力1點","神秘的武器，一經使用則地動天驚；無所不摧的強力神器。"
"928","神醫銀針","0","2","IT_07|IT_08|IT_10","","0","","","","","4","","Y","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","天界仙人將歷代以來神醫的醫術全灌輸進一銀針內，待有緣人得此神針以濟世。"
"929","地炎玉","32","1","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗火系法術 60％","來自遠古地底的火龍身上，一個外型獨特的怪玉，平時觸摸它時和一般的玉沒有兩樣；但是如果在火海時它確能夠將烈火隔離三尺之外。"
"930","靈虛扇","40","2","IT_07|IT_08|IT_10","1|2|3|4","50","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","淨化所有傷害狀態但除了瀕死無法解除","傳說為漢鐘離的寶物之一，它一搧病、二搧災、再搧驅邪魔；有了此法寶只要人還有一口氣在就能藉此法寶讓人回復正常狀態。"
"931","薩登荊環","41","2","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","修練完成可將原攻擊力提高五成","希臘神話中的巨人，有著無與論比的強大力量；他的荊環也承襲了神奇的力量。"
"932","武聖手鐲","42","2","IT_07|IT_08|IT_10","1|2|3|4","10","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用連擊指令，並耗損10點體力","歐洲一位傳奇性的人物，據說當他穿上盔甲衝向敵陣，其勢可擋百人；而遺留下的手鐲有著神秘的能源。"
"933","硃砂神筆","28","2","IT_07|IT_08|IT_10","1|2|3|4","20","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可把敵人技能抄寫到空白符紙","傳說是張天師用來畫符用的奇筆，經過長久的歲月，它不只可以用來畫符；據說只要是用它畫出的東西都會變成真的。"
"934","吸血鬼指環","43","2","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","攻擊敵人時可連帶吸取敵方的生命，納為己用","原本戴在一位千年吸血公爵身上，具有移轉生命力的神秘力量，後來據說被恐懼之王所奪去；但詳細的下落就沒人知道。"
"935","朱雀火羽","36","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗火系法術 100％","天界聖獸─朱雀身上的毛羽，它能隔離三界之火使持有者不受其害，仙人將其製為隨身法寶；由於羽毛本身就遺留著聖獸的法力所以幾乎不用消耗掉仙人的道行。"
"936","水靈珠","31","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗水系法術 60％","一顆小小的水藍珠子，其周圍不斷散發出怪異陰冷的寒氣；不過當你將它戴在身上時卻感覺不到寒冷，而且還會幫你抵檔不少外來的寒氣。"
"937","神偷面具","29","0","IT_07|IT_08|IT_10","1|2|3|4","15","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用偷竊指令，並耗損15點體力","在中東地區傳說有一神偷名叫約克，他總是戴著一個怪異的面具到處偷竊；而且從沒有人能抓住他，不過據聞自從他進入一古墓後就沒在出現過了。"
"938","鼠槌","58","0","IT_07|IT_08|IT_10","1|2|3|4","50","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用鼠槌指令，並耗損50點體力","莫名其妙的東西，使用之後會很神奇的再敵人上方出現一隻槌子；並開始槌打(敲擊空白鍵、Enter鍵或滑鼠右鍵)敵人而且不管敵人多強都能使其受傷。"
"939","星君眼","52","0","IT_07|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","修練完成可將原攻擊力提高五成","因平亂許多妖魔而有所功績，被道教封為北斗星君；後又因收伏了龜、蛇二妖遂被加封為玄武大帝，其“星君眼”則是其法器之一。"
"940","姜公膽","53","0","IT_07|IT_10","1|2|3|4","20","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用連擊指令，並耗損20點體力","傳說是用三國時期名將姜維的膽，製作而成的奇特寶物；能將凡人的速度與反應提高一倍。"
"941","夜叉肩帶","44","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中使用冥想指令，以回復 靈力","原為夜叉神的寶帶，當凝神時此寶帶能將佩帶者的精力慢慢的補充回來。"
"942","武神魂玉","54","0","IT_07|IT_10","2","80","","Y","","","1","","Y","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用群攻指令，並耗損80點體力","奇特的寶玉，傳說其中蘊含關公的魂魄，具有不可思異的力量。"
"943","乾坤袋","30","0","IT_07|IT_10","1|2|3|4","30","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用偷竊指令，並耗損30點體力","原為民間傳說的義盜─空空兒與精精兒的袋子；後此袋不知流落何處，如有此袋要取人財物簡直如探曩取物。"
"944","青龍水珠","35","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗敵方水系法術 100％","天界守護東方的神獸─青龍，此神獸常抓握於爪上的神奇仙珠；遽聞能避水象之氣。"
"945","白虎風牙","33","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗敵方風系法術 80％","天界守護西方的神獸─白虎，此神獸的力牙具有神奇之力，能控制八方氣流。"
"946","玄武土器","34","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗敵方土系法術 80％","一位道行高深的仙人取其神獸─玄武的龜甲，製成的一特殊法器；可以號令無生命的塵土。"
"947","雷公鎚","37","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗敵方雷電系法術 80％","天界雷公的法器，一經敲擊則能控制威力強橫無匹的天雷；如此的能耐對一般的雷電，當然能輕易的控制。"
"948","神光寶塔","38","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗敵方光系法術 80％","長年供奉於神聖的地方─佛院，因經過仙佛的薰染故有著不小的驅魔之力。"
"949","暗黑魔樽","39","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","抵抗敵方暗系法術 80％","據說是冥府閻王所用的樽杯，其內蘊藏著陰邪的法力，能御十方陰氣。"
"950","暗殺寶錄","45","0","IT_07|IT_08|IT_10","1|2|3|4","40","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用投擲指令，並耗損40點體力","一冊紀錄古今所有刺客的秘密行動與招式，可以從中了解到任何東西都可變成暗器。"
"951","硃砂辟魔玉","50","0","IT_07|IT_08|IT_10","1|2|3|4","80","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用隱形指令，並耗損80點體力","密宗中奇特的法器，經過怪異儀式之後，戴著它任何妖魔鬼怪，都將無法發覺持有者的正確位置。"
"952","金鐘罩秘笈","46","0","IT_07|IT_08|IT_10","1|2|3|4","50","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用護罩指令，並耗損50點體力","中原少林寺內的武功秘笈，傳言練就成功的人可以刀槍不入；不過鍛鍊的過程相當辛苦，所以沒有多少人練成功的。"
"953","庖丁菜刀","51","0","IT_07|IT_08|IT_10","1|2|3|4","120","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用分解指令，並耗損120點體力","古時偉大的廚師，遽聞他的刀法之熟練可以在瞬間將牛完全肢解；並讓牛完全沒感覺。"
"954","吸魔壺","49","0","IT_07|IT_08|IT_10","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","能將敵人的攻擊魔法轉化為自身的靈力","傳言是穆汗莫德當年用來喝水的水壺，由於有相當奇特的魔力，所以各路人馬都相繼爭奪；最後不知流落何處。"
"957","御夫錄","47","0","IT_07|IT_08|IT_10","1|2|3|4","50","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","戰鬥中可使用投擲指令，並耗損50點體力",""
"1101","聚雷光符","10","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","28","30","8","","0","0","0","0","0","","","","","0","0","雷電系 單人攻擊性符咒","集天地之元，聚成一小型的精元雷電。"
"1102","火球符","8","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","29","35","1","","0","0","0","0","0","","","","","0","0","火系 單人攻擊性符咒","在天空憑空產生一火球投射燃燒敵人。"
"1103","魔炎符","12","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","38","80","1","","0","0","0","0","0","","","","","0","0","火系 單人攻擊性符咒","藉由大地之氣引動高熱的上昇氣流，瞬間於敵人下方爆裂。"
"1104","冰雹符","22","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","46","40","2","Y","0","0","0","0","0","","","","","0","0","水系 全體攻擊性符咒","運用魔咒喚雲凝冰，從天降下無數的小冰石。"
"1105","六芒星符","30","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","73","80","7","Y","0","0","0","0","0","","","","","0","0","暗系 單人攻擊性符咒","以黑暗之力摧動巨大劍氣在地面刻畫出巨大的六芒星。"
"1106","閻火符","12","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","19","65","7","","0","0","0","0","0","","","","","0","0","暗系 單人攻擊性符咒","同樣的火燄卻發出陰森的寒氣；被燃燒之人全身會奇寒無比。"
"1107","食魂符","15","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","59","0","7","","5","64","0","0","0","","","","","0","0","暗系 單人輔助性符咒","讓敵人的魂魄暫時脫離，使其無法連續攻擊。"
"1108","狂浪襲符","27","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","91","60","2","Y","0","0","0","0","0","","","","","0","0","水系 全體攻擊性符咒","妖力夠強的妖魔鬼怪都能借助大自然的力量攻擊敵人，狂浪襲就是其中一種；憑空出現一陣陣強大的巨浪攻擊對手。"
"1109","纏絲氣符","22","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","92","70","7","","0","0","0","0","0","","","","","0","0","光系 單人攻擊性符咒","將自身的靈力化成一絲絲的浮游紅氣，進而將敵人慢慢的纏繞至死。"
"1110","海靈彈符","26","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","101","80","2","","0","0","0","0","0","","","","","0","0","水系 單人攻擊性符咒","將水之精元凝聚成一冰寒的小球，向敵方襲擊而去；在命中時瞬間將寒氣釋放出。"
"1111","凍霧符","23","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","103","0","2","","3","1","0","0","0","","","","","0","0","水系 單人輔助性符咒","由自身發出奇異的寒氣，連霧氣都能凍結。"
"1112","凝冰符","30","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","110","100","2","","0","0","0","0","0","","","","","0","0","水系 單人攻擊性符咒","將天地間的寒氣一點一滴的侵入敵人的體內，進而傷害生物的內部。"
"1113","霜漩流符","32","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","112","90","2","Y","0","0","0","0","0","","","","","0","0","水系 全體攻擊性符咒","以極寒的法力將大氣凝結成冰霜塊，並以高速旋轉撞擊敵人。"
"1114","幻光聖劍符","28","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","121","120","6","","0","0","0","0","0","","","","","0","0","光系 單人攻擊性符咒","發射出許多神聖的小光劍包圍敵人。"
"1115","天降雷火符","30","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","123","150","8","","0","0","0","0","0","","","","","0","0","雷電系 單人攻擊性符咒","於東亞地區都傳說著，天界會在人類犯下大錯時降下無匹力量的天火，加以懲戒。"
"1116","滅靈光環符","38","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","195","300","6","","0","0","0","0","0","","","","","0","0","光系 單人攻擊性符咒","將自身的生命精元化成一陣陣的衝擊波來傷害敵人。"
"1117","靈魔幻音符","42","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","199","300","7","Y","0","0","0","0","0","","","","","0","0","暗系 全體攻擊性符咒","利用自身的靈氣震盪出一陣陣奇妙的幻音，聽到此音的人如不馬上寧神定心的話，體內六腑則會受到不小的傷害。"
"1118","雷霆光鏵符","50","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","207","350","8","Y","0","0","0","0","0","","","","","0","0","雷電系 全體攻擊性符咒","引天地之力夾雷霆萬鈞之力奔衝擊下，受擊者無能幸還；因為其力量恐怕連十吋鋼鐵都能貫穿。"
"1119","封靈滅法符","35","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","208","0","10","","8","16","0","0","0","","","","","0","0","暗系 單人輔助性符咒","祭念出奇特的咒語將其靈力暫時封於體內；讓受術者不能施展法術。"
"1120","地龍鑽符","36","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","255","20","4","","0","0","0","0","0","","","","","0","0","土系 單人攻擊性符咒","將靈力貫注於地底的泥沙中，使原本柔軟且無殺傷力的污土化為堅硬的尖石從地底鑽出攻擊敵人。"
"1121","降龍拳符","40","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","306","300","9","","0","0","0","0","0","","","","","0","0","物理系 單人攻擊性符咒","少林寺七十二絕技之一，全靠拳法勁力降服對手，練致顛峰時是一套強勁的拳法。"
"1122","五雷咒符","40","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","326","300","8","Y","0","0","0","0","0","","","","","0","0","雷電系 全體攻擊性符咒","古老的密法中有記載著引雷之術，道士將其密法寫化成咒，藉以傷害他人。不過此法相當耗費精力。"
"1123","三昧陰火劫符","52","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","338","480","7","Y","0","0","0","0","0","","","","","0","0","火系 全體攻擊性符咒","以陰邪之力催動天外之靈火，瞬間將大地的一切燃燒殆盡。"
"1124","風捲殘雲符","40","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","343","600","3","Y","0","0","0","0","0","","","","","0","0","風系 全體攻擊性符咒","以天靈之風環繞敵人身體四周，漸而將其身形一點一滴撕滅，其狀有如風吹散浮雲般。"
"1125","仙靈冰封符","32","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","344","400","2","Y","3","1","0","0","0","","","","","0","0","水系 全體攻擊性符咒","引以天外之寒流將敵人完全封靈。"
"1126","移魂仙樂符","0","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","380","550","6","","0","0","0","0","0","","","","","0","0","光系 單人攻擊性符咒","凡是天界吟唱或彈奏的聲、樂，皆是美妙不可言語的聲音，聞聽之人一不小心就會聽的出神。"
"1127","除魔靈鼓符","0","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","381","400","6","","0","0","0","0","0","","","","","0","0","光系 單人攻擊性符咒","以神力敲擊仙鼓，發出的聲響能摧毀眼前一切低等邪靈。"
"1128","日輪烈焰符","0","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","382","320","1","Y","0","0","0","0","0","","","","","0","0","火系 全體攻擊性符咒","發出無匹的仙靈烈焰，其勢有如太陽的高溫焰環；被焚燒之人幾乎無倖存的。"
"1129","殘月鎖漪符","0","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","383","400","2","Y","0","0","0","0","0","","","","","0","0","水系 全體攻擊性符咒","以強大的仙力，並借助天月之力引動強力的束縛力；此狀好像連水潑漣漪瞬間停住般。"
"1130","流雲幻光符","0","0","IT_05|IT_28","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","385","380","6","","0","0","0","0","0","","","","","0","0","光系 單人攻擊性符咒","是仙靈之光，如行雲流水般的纏繞的敵人的週遭；心有邪念之人則會被瞬間淨化。"
"2201","土匪","50","2","IT_12","1|2|3|4","200","","Y","","","1","","","0","0","0","10","-5","3","0","0","0","0","0","189","0","9","","0","0","0","0","0","","","","","0","0","","集結出動行搶的強盜，盤據在固定的地方有一位或數位的領導者帶領。"
"2203","山鬼","35","2","IT_12","1|2|3|4","70","","Y","","","1","","","0","0","0","6","2","-3","0","0","0","0","0","3","0","9","","0","0","0","0","0","","","","","0","0","消費：70點體力","一些旅行各地的人常因某些原因而葬身山中，在沒人發現的情況下就成了孤魂野鬼出不了此山。"
