"item_id","name","types","roles","discard","is_unique","Calculation","Consumption","Cons_MP","Cons_SP","Cons_Throw","Cons_Item","UsePlace","Price","ProficientPoint","ProficientHard","AddSpecial","SutraName","ResistanceSK","SkillExp","AddHP","AddMP","AddSP","AddSTR","AddStamina","AddWIS","AddSPD","AddFriend","AddDodge","AddATK","AddDEF","AttrFire","AttrIce","AttrWind","AttrEarth","AttrPoison","AttrLight","AttrDark","AttrThunder","AttrPhysical","AttackEffect","UseScript","ViewScript","function_flags"
"567","輪刃","IT_05","1|2|3|4","","","","","","","","","1","280","","","","","","","","","","","","","","","","","","","","","","","","","","","191","","",
"568","翔羽葉","IT_05","1|2|3|4","","","","","","","","","1","350","","","","","","","","","","","","","","","","","","","","","","","","","","","248","","",
"569","旋流刺","IT_05","1|2|3|4","","","","","","","","","1","450","","","","","","","","","","","","","","","","","","","","","","","","","","","249","","",
"570","飛蝗石","IT_05","1|2|3|4","","","","","","","","","1","600","","","","","","","","","","","","","","","","","","","","","","","","","","","298","","",
"571","日月乾坤圈","IT_05","1|2|3|4","","","","","","","","","1","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","353","","",
"572","飛爪","IT_05","1|2|3|4","","","","","","","","","1","850","","","","","","","","","","","","","","","","","","","","","","","","","","","309","","",
"573","子母鴛鴦鉞","IT_05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"574","柳葉飛刀","IT_05","1|2|3|4","","","","","","","","","1","700","","","","","","","","","","","","","","","","","","","","","","","","","","","308","","",
"575","金錢鏢","IT_05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"576","五雷神機","IT_05","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","396","","",
"577","紅花木劍","IT_09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"578","中國劍","IT_09","1","","","","","","","","","","600","15","250","8061","","","","","","","","","","3","","","40","-1","","","","","","","","","","163","","",
"579","月牙劍","IT_09","1","","","","","","","Y","","","650","10","200","8080","","","","","","","","","","2","","","50","1","","","","","","","","","","167","","",
"580","軒轅劍","IT_06|IT_09","1","","","","","","","","","","","10","10","8151","","","","2","2","2","","","","","","","590","","","","","","","","","","","238","","",
"621","藥草","IT_13","1|2|3|4","","","","","","","","Y","4","20","","","","","","","50","","","","","","","","","","","","","","","","","","","","15","","",
"622","結纍葡萄","IT_13","1|2|3|4","","","","","","","","","4","50","","","","","","","100","","","","","","","","","","","","","","","","","","","","15","","",
"623","聖石榴","IT_13","1|2|3|4","","","512","","","","","","4","300","","","","","","","30","","","","","","","","","","","","","","","","","","","","15","","",
"624","無酵餅","IT_13","1|2|3|4","","","","","","","","","4","30","","","","","","","","","60","","","","","","","","","","","","","","","","","","15","","",
"625","回復劑","IT_13","1|2|3|4","","","","","","","","","4","100","","","","","","","200","","","","","","","","","","","","","","","","","","","","15","","",
"626","十果粉","IT_13","1|2|3|4","","","","","","","","","4","80","","","","","","","","","120","","","","","","","","","","","","","","","","","","15","","",
"627","魔貝粉","IT_13","1|2|3|4","","","","","","","","","4","250","","","","","","","300","","","","","","","","","","","","","","","","","","","","15","","",
"628","金創藥","IT_13","1|2|3|4","","","","","","","","","4","500","","","","","","","1000","","","","","","","","","","","","","","","","","","","","15","","",
"629","精華藥水","IT_13","1|2|3|4","","","","","","","","","4","200","","","","","","","100","","50","","","","","","","","","","","","","","","","","","15","","",
"630","嘉果","IT_13","1|2|3|4","","","512","","","","","","4","400","","","","","","","50","","50","","","","","","","","","","","","","","","","","","15","","",
"631","鹿茸膏","IT_13","1|2|3|4","","","","","","","","","4","800","","","","","","","3000","","","","","","","","","","","","","","","","","","","","15","","",
"632","蟠桃","IT_13","1|2|3|4","","","512","","","","","","4","3000","","","","","","","100","","","","","","","","","","","","","","","","","","","","21","","",
"633","千年何首烏","IT_13","1|2|3|4","","","512","","","","","","4","1800","","","","","","","50","","","","","","","","","","","","","","","","","","","","21","","",
"634","千年蔘心丹","IT_13","1|2|3|4","","","512","","","","","","4","1300","","","","","","","100","","","","","","","","","","","","","","","","","","","","15","","",
"635","麒麟竭","IT_13","1|2|3|4","","","512","","","","","","4","1200","","","","","","","","","100","","","","","","","","","","","","","","","","","","15","","",
"636","魔法葉","IT_13","1|2|3|4","","","","","","","","","4","50","","","","","","","","50","","","","","","","","","","","","","","","","","","","15","","",
"637","魔晶粉","IT_13","1|2|3|4","","","","","","","","","4","150","","","","","","","","60","","","","","","","","","","","","","","","","","","","21","","",
"638","魔力水","IT_13","1|2|3|4","","","","","","","","","4","250","","","","","","","","150","","","","","","","","","","","","","","","","","","","15","","",
"639","還靈丹","IT_13","1|2|3|4","","","","","","","","","4","500","","","","","","","","350","","","","","","","","","","","","","","","","","","","15","","",
"640","靈神天藥","IT_13","1|2|3|4","","","","","","","","","4","800","","","","","","","","600","","","","","","","","","","","","","","","","","","","15","","",
"641","仙爐灰","IT_13","1|2|3|4","","","512","","","","","","4","1500","","","","","","","","50","","","","","","","","","","","","","","","","","","","21","","",
"642","仙魄香","IT_13","1|2|3|4","","","512","","","","","","4","3000","","","","","","","","100","","","","","","","","","","","","","","","","","","","21","","",
"643","天山雪蓮","IT_13","1|2|3|4","","","512","","","","","","4","2000","","","","","","","","100","","","","","","","","","","","","","","","","","","","15","","",
"644","還魄丹","IT_01|IT_13","1|2|3|4","","","","","","","","","4","120","","","","","","","200","","","","","","","","","","","","","","","","","","","","20","","",
"645","輪迴盤","IT_01|IT_13","1|2|3|4","","","512","","","","","","4","800","","","","","","","60","","","","","","","","","","","","","","","","","","","","20","","",
"646","仙蓮子","IT_01|IT_13","1|2|3|4","","","512","","","","","","4","1500","","","","","","","100","100","100","","","","","","","","","","","","","","","","","","20","","",
"647","解毒草","IT_01","1|2|3|4","","","","","","","","","1","35","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","",
"648","解病萬靈丹","IT_01","1|2|3|4","","","","","","","","","1","120","","","","","","","","","","","","","","","","","","","","","","","","","","","299","","",
"649","解僵針","IT_01","1|2|3|4","","","","","","","","","1","50","","","","","","","","","","","","","","","","","","","","","","","","","","","104","","",
"650","柴胡乾葛草","IT_13","1|2|3|4","","","","","","","","","4","200","","","","","","","","","300","","","","","","","","","","","","","","","","","","15","","",
"651","溶石藥劑","IT_01","1|2|3|4","","","","","","","","","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","",
"652","五色石南葉","IT_01","1|2|3|4","","","","","","","","","4","450","","","","","","","","","800","","","","","","","","","","","","","","","","","","15","","",
"653","還神果","IT_01","1|2|3|4","","","","","","","","","1","50","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","",
"654","茴香水","IT_01","1|2|3|4","","","","","","","","","1","200","","","","","","","","","","","","","","","","","","","","","","","","","","","293","","",
"655","定心丸","IT_01","1|2|3|4","","","","","","","","","1","70","","","","","","","","","","","","","","","","","","","","","","","","","","","66","","",
"656","安神定志丸","IT_01","1|2|3|4","","","","","","","","","1","300","","","","","","","","","","","","","","","","","","","","","","","","","","","327","","",
"657","聖言石","IT_01","1|2|3|4","","","","","","","","","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","247","","",
"658","破元仙露","IT_01","1|2|3|4","","","","","","","","","1","400","","","","","","","","","","","","","","","","","","","","","","","","","","","328","","",
"659","明目水","IT_01","1|2|3|4","","","","","","","","","1","60","","","","","","","","","","","","","","","","","","","","","","","","","","","67","","",
"660","決明子散","IT_01","1|2|3|4","","","","","","","","","1","250","","","","","","","","","","","","","","","","","","","","","","","","","","","329","","",
"661","七葉蓮","IT_01","1|2|3|4","","","","","","","","","4","350","","","","","","","","","","","","","","","","","","","","","","","","","","","310","","",
"662","河車丸","IT_01","1|2|3|4","","","","","","","","","1","430","","","","","","","","","","","","","","","","","","","","","","","","","","","311","","",
"663","地脈血泉","IT_01","1|2|3|4","","","","","","","","","1","600","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","",
"664","青色藥材","IT_02","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"665","赤色藥材","IT_02","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"666","黃色藥材","IT_02","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"667","白色藥材","IT_02","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"668","黑色藥材","IT_02","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"669","耶穌聖血","IT_03","1|2|3|4","","","256","","","","","","2","200","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","",
"670","香柏葉","IT_03","1|2|3|4","","","256","","","","","","2","1500","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","",
"671","豐饒之角","IT_03","1|2|3|4","","","256","","","","","","2","800","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","",
"672","神奇麵包","IT_03","1|2|3|4","","","256","","","","","","2","500","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","",
"673","蜜乳樹汁","IT_03","1|2|3|4","","","256","","","","","","2","400","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","",
"674","妖精麥粉","IT_03","1|2|3|4","","","256","","","","","","2","400","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","",
"675","巴丹杏仁","IT_03","1|2|3|4","","","256","","","","","","2","800","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","",
"676","歌唱的胡桃","IT_03","1|2|3|4","","","256","","","","","","2","2000","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","",
"677","瑰麗之梨","IT_03","1|2|3|4","","","256","","","","","","2","800","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","",
"678","魔法精羽","IT_03","1|2|3|4","","","256","","","","","","2","1000","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","",
"679","飛翔魔油","IT_03","1|2|3|4","","","256","","","","","","2","1800","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","",
"680","布斯客餅乾","IT_03","1|2|3|4","","","256","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"681","不老之泉水","IT_03","1|2|3|4","","","256","","","","","","2","1000","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","",
"682","春神青果","IT_03","1|2|3|4","","","256","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"683","人馬獸之血","IT_03","1|2|3|4","","","256","","","","","","2","800","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","",
"684","黃金蘋果","IT_03","1|2|3|4","","","256","","","","","","2","1000","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","",
"685","密茹之水","IT_03","1|2|3|4","","","256","","","","","","2","1500","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","",
"686","里納種子","IT_03","1|2|3|4","","","256","","","","","","2","500","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",
"687","三葉雪桑果","IT_03","1|2|3|4","","","256","","","","","","2","1200","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","",
"688","蜂王露","IT_03","1|2|3|4","","","256","","","","","","2","1500","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","",
"689","活靈芝","IT_03","1|2|3|4","","","256","","","","","","2","1200","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","",
"690","舍利子","IT_03","1|2|3|4","","","256","","","","","","2","1200","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","",
"691","活骨靈藥","IT_03","1|2|3|4","","","256","","","","","","2","1800","","","","","","","30","30","30","","","","","","","","","","","","","","","","","","","","",
"692","神木之精","IT_03","1|2|3|4","","","","","","","","","2","1500","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","",
"693","玉山佛甲草","IT_03","1|2|3|4","","","256","","","","","","2","1200","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","",
"694","普刺特草","IT_03","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"695","七合龍爪花","IT_03","1|2|3|4","","","256","","","","","","2","3000","","","","","","","100","100","100","","","","","","","","","","","","","","","","","","","","",
"696","土地神符","IT_04","1|2|3|4","","","","","","","","","2","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_DungeonEscape=true"
"697","祠符","IT_04","1|2|3|4","","","","","","","","","2","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_CityTeleport=true"
"698","諸方神石","IT_04","1|2|3|4","","","","","","","","","2","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_DungeonEscape=true"
"699","昊天鏡","IT_04","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"700","真實之鏡","IT_04","1|2|3|4","","","","","","","","","1","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"701","天仙酒","IT_03","1|2|3|4","","","","","","","","","1","500","","","","","","","","","","","","","","","","","","","","","","","","","","","70","","",
"702","金元五體丹","IT_03","1|2|3|4","","","","","","","","","1","500","","","","","","","","","","","","","","","","","","","","","","","","","","","330","","",
"703","靈樞玉液","IT_03","1|2|3|4","","","","","","","","","1","800","","","","","","","","","","","","","","","","","","","","","","","","","","","331","","",
"704","風神符","IT_03","1|2|3|4","","","","","","","","","1","500","","","","","","","","","","","","","","","","","","","","","","","","","","","143","","",
"705","聖光儀","IT_04","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"706","玉佛印","IT_04","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"707","遁影浮沙","IT_03","1|2|3|4","","","","","","","","","1","300","","","","","","","","","","","","","","","","","","","","","","","","","","","280","","",
"708","羅漢袈裟","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","266","","",
"709","紫玉冰晶","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","267","","",
"710","炎陽靈珠","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","268","","",
"711","白皙葫蘆","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","269","","",
"712","羅剎食日鈸","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","","",
"713","三教霞光鏡","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","271","","",
"714","九龍神火罩","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","272","","",
"715","雲生碧燄巾","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","273","","",
"716","天雷聚陽鼎","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","274","","",
"717","暗黑修羅砧","IT_03","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","275","","",
"718","龍舌蘭","IT_05","1|2|3|4","","","","","","","","","1","50","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","",
"719","博落迴之根","IT_05","1|2|3|4","","","","","","","","","1","60","","","","","","","","","","","","","","","","","","","","","","","","","","","49","","",
"720","囚燕草","IT_05","1|2|3|4","","","","","","","","","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","",
"721","海檬果","IT_05","1|2|3|4","","","","","","","","","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","51","","",
"722","山蛇莓","IT_05","1|2|3|4","","","","","","","","","1","50","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","",
"723","龍骨木","IT_05","1|2|3|4","","","","","","","","","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","",
"724","相思芽苞","IT_05","1|2|3|4","","","","","","","","","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","",
"725","紫藤葉","IT_05","1|2|3|4","","","","","","","","","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","55","","",
"726","延胡索之花","IT_05","1|2|3|4","","","","","","","","","1","60","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","",
"727","大葉合歡散","IT_05","1|2|3|4","","","","","","","","","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","57","","",
"728","菟絲魔子","IT_05","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","","",
"729","神祕果","IT_04","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_AnywhereSave=true"
"730","中國陶器","IT_06|IT_08","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"731","煉妖壺","IT_06|IT_08","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_RefiningPot=true"
"732","清水","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"733","希臘火","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"734","化形丹","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"735","雷震鼓","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"736","赤龍鱗","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"737","五彩霧環","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"738","凝水玉","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"739","喪妖金鐘","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"740","辟邪絲","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"741","閻羅鎚","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"742","九寸塔","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"743","乾天神珠","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"744","坤地魔珠","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"745","玄冰石","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"746","盤古眼","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"747","陀螺燭","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"748","龍吟葫蘆","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"749","掌心雷","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"750","蜃氣匣","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"751","VR頭盔","IT_06|IT_08","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"752","波西頓海螺","IT_06|IT_08","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"753","手錶","IT_08|IT_11","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"754","PDA","IT_06|IT_08","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"755","貓腦醬","","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"756","紅花蘿蔔","IT_01|IT_13","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"757","神光終端機","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"758","大補帖","","1|2|3|4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"759","阿貓阿狗","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"760","軒轅劍貳","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"761","軒轅劍外傳","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"762","大米娃娃","IT_05|IT_06|IT_08","1|2|3|4","","","","150","","Y","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","458","","",
"763","貓狗戰鬥牌","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"764","密道鑰匙","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"765","航海圖","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"766","紅寶石戒指","IT_06","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"767","珍珠","IT_06","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"768","空白符紙","IT_28","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_EmptyTalisman=true"
"769","靈界指標","IT_06","1|2|3|4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_Compass=true"
"770","六芒星陣","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"771","封神壇","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"772","魔晶礦Ａ","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"773","魔晶礦Ｂ","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"774","魔晶礦Ｃ","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"775","魔晶礦Ｄ","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"776","機關設計圖１","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"777","機關設計圖２","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"778","機關設計圖３","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"779","機關設計圖４","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"780","機關設計圖５","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"781","機關設計圖６","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"782","神津珍譜─壹","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"783","神津珍譜─貳","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"784","神津珍譜─參","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"785","神津珍譜─肆","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"786","神津珍譜─伍","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"787","冥海神石","IT_06|IT_08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"788","水晶鏡","IT_06|IT_08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"789","鑰匙","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"790","鎖匙","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"791","波希頓石像","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"792","神魔異事錄","IT_06|IT_08","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FN_EnemyDataBook=true"
"793","封印之劍","IT_06|IT_09","1","","","","","","","","","","","380","2800","8061","","","","1","1","1","","","","","","","20","","","","","","","","","","","128","","",
"794","紅酒","IT_03","1|2|3|4","","","","15","","Y","","","1","250","","","","","","","","","","","","","-2","","","5","","","","","","","","","","","15","","",
"795","圓珠","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"796","太極圖","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"797","天扇","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"798","控屍符","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"799","暗黑修羅砧","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"800","舍利子","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"801","樂樂娃娃","IT_05|IT_06|IT_08","1|2|3|4","","","","200","","Y","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","459","","",
"802","貓王娃娃","IT_05|IT_06|IT_08","1|2|3|4","","","","150","","Y","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","","",
"803","黃金戰艦娃娃","IT_05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"804","真夢娃娃","IT_06|IT_08|IT_13","1|2|3|4","","","","300","","Y","","","1","","","","","","","","4000","","","","","","","","","","","","","","","","","","","","461","","",
"805","紅珊瑚娃娃","IT_05|IT_06|IT_08","1|2|3|4","","","","150","","Y","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","462","","",
"806","假煉妖壺","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"807","天山通行符","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"808","黃金書","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"809","解石化符","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"810","起兵計劃書","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"811","安祿山軍令","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"812","硝石","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"813","硫磺","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"814","炭粉","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"815","炸藥","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"816","竹筒","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"817","金塊","IT_04","1|2|3|4","","","","","","","","","","1667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"818","魚酥","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"819","名歌星ＣＤ","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"820","增肥劑","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"821","俱樂部會員卡","IT_06","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
